"SiteID","path","Step1","Step2","Step3","Step4","Step5","Step6","Step7","Step8","Step9","Step10","Step11"
"COLTKC","GRA.Clearwater.Lochsa.LRL.LRU.COLTKC","GRA","Clearwater","Lochsa","LRL","LRU","COLTKC","","","","",""
"CROOKC","GRA.Clearwater.Lochsa.LRL.LRU.CROOKC","GRA","Clearwater","Lochsa","LRL","LRU","CROOKC","","","","",""
"DEADMC","GRA.Clearwater.Lochsa.LRL.LRU.DEADMC","GRA","Clearwater","Lochsa","LRL","LRU","DEADMC","","","","",""
"LOCHSA","GRA.Clearwater.Lochsa.LRL.LRU.LOCHSA","GRA","Clearwater","Lochsa","LRL","LRU","LOCHSA","","","","",""
"OLDMAC","GRA.Clearwater.Lochsa.LRL.LRU.OLDMAC","GRA","Clearwater","Lochsa","LRL","LRU","OLDMAC","","","","",""
"PAPOOC","GRA.Clearwater.Lochsa.LRL.LRU.PAPOOC","GRA","Clearwater","Lochsa","LRL","LRU","PAPOOC","","","","",""
"PETEKC","GRA.Clearwater.Lochsa.LRL.LRU.PETEKC","GRA","Clearwater","Lochsa","LRL","LRU","PETEKC","","","","",""
"POSTOC","GRA.Clearwater.Lochsa.LRL.LRU.POSTOC","GRA","Clearwater","Lochsa","LRL","LRU","POSTOC","","","","",""
"POWP","GRA.Clearwater.Lochsa.LRL.LRU.POWP","GRA","Clearwater","Lochsa","LRL","LRU","POWP","","","","",""
"SQUAWC","GRA.Clearwater.Lochsa.LRL.LRU.SQUAWC","GRA","Clearwater","Lochsa","LRL","LRU","SQUAWC","","","","",""
"STORMC","GRA.Clearwater.Lochsa.LRL.LRU.STORMC","GRA","Clearwater","Lochsa","LRL","LRU","STORMC","","","","",""
"WARMSC","GRA.Clearwater.Lochsa.LRL.LRU.WARMSC","GRA","Clearwater","Lochsa","LRL","LRU","WARMSC","","","","",""
"WHITSC","GRA.Clearwater.Lochsa.LRL.LRU.WHITSC","GRA","Clearwater","Lochsa","LRL","LRU","WHITSC","","","","",""
"FISTRP","GRA.Clearwater.Lochsa.LRL.LRU.FISTRP","GRA","Clearwater","Lochsa","LRL","LRU","FISTRP","","","","",""
"FISHC","GRA.Clearwater.Lochsa.LRL.LRU.FISTRP.FISHC","GRA","Clearwater","Lochsa","LRL","LRU","FISTRP","FISHC","","","",""
"HUNGC","GRA.Clearwater.Lochsa.LRL.LRU.FISTRP.HUNGC","GRA","Clearwater","Lochsa","LRL","LRU","FISTRP","HUNGC","","","",""
"BCCAP","GRA.Clearwater.Clearwater_Other.BCCAP","GRA","Clearwater","Clearwater_Other","BCCAP","","","","","","",""
"BEDRKC","GRA.Clearwater.Clearwater_Other.BEDRKC","GRA","Clearwater","Clearwater_Other","BEDRKC","","","","","","",""
"BIGCAC","GRA.Clearwater.Clearwater_Other.BIGCAC","GRA","Clearwater","Clearwater_Other","BIGCAC","","","","","","",""
"CLJ","GRA.Clearwater.Clearwater_Other.CLJ","GRA","Clearwater","Clearwater_Other","CLJ","","","","","","",""
"CLWH","GRA.Clearwater.Clearwater_Other.CLWH","GRA","Clearwater","Clearwater_Other","CLWH","","","","","","",""
"CLWHNF","GRA.Clearwater.Clearwater_Other.CLWHNF","GRA","Clearwater","Clearwater_Other","CLWHNF","","","","","","",""
"CLWR","GRA.Clearwater.Clearwater_Other.CLWR","GRA","Clearwater","Clearwater_Other","CLWR","","","","","","",""
"CLWRMF","GRA.Clearwater.Clearwater_Other.CLWRMF","GRA","Clearwater","Clearwater_Other","CLWRMF","","","","","","",""
"CLWRNF","GRA.Clearwater.Clearwater_Other.CLWRNF","GRA","Clearwater","Clearwater_Other","CLWRNF","","","","","","",""
"CLWRSF","GRA.Clearwater.Clearwater_Other.CLWRSF","GRA","Clearwater","Clearwater_Other","CLWRSF","","","","","","",""
"CLWTRP","GRA.Clearwater.Clearwater_Other.CLWTRP","GRA","Clearwater","Clearwater_Other","CLWTRP","","","","","","",""
"COTNWC","GRA.Clearwater.Clearwater_Other.COTNWC","GRA","Clearwater","Clearwater_Other","COTNWC","","","","","","",""
"DWL","GRA.Clearwater.Clearwater_Other.DWL","GRA","Clearwater","Clearwater_Other","DWL","","","","","","",""
"DWOR","GRA.Clearwater.Clearwater_Other.DWOR","GRA","Clearwater","Clearwater_Other","DWOR","","","","","","",""
"DWORMS","GRA.Clearwater.Clearwater_Other.DWORMS","GRA","Clearwater","Clearwater_Other","DWORMS","","","","","","",""
"DWORNF","GRA.Clearwater.Clearwater_Other.DWORNF","GRA","Clearwater","Clearwater_Other","DWORNF","","","","","","",""
"JACKSC","GRA.Clearwater.Clearwater_Other.JACKSC","GRA","Clearwater","Clearwater_Other","JACKSC","","","","","","",""
"LITCAC","GRA.Clearwater.Clearwater_Other.LITCAC","GRA","Clearwater","Clearwater_Other","LITCAC","","","","","","",""
"LOCTRP","GRA.Clearwater.Clearwater_Other.LOCTRP","GRA","Clearwater","Clearwater_Other","LOCTRP","","","","","","",""
"SELWY1","GRA.Clearwater.Clearwater_Other.SELWY1","GRA","Clearwater","Clearwater_Other","SELWY1","","","","","","",""
"NPTH","GRA.Clearwater.Clearwater_Other.NPTH","GRA","Clearwater","Clearwater_Other","NPTH","","","","","","",""
"OROFC","GRA.Clearwater.Clearwater_Other.OROFC","GRA","Clearwater","Clearwater_Other","OROFC","","","","","","",""
"SWSP","GRA.Clearwater.Clearwater_Other.SWSP","GRA","Clearwater","Clearwater_Other","SWSP","","","","","","",""
"JOC","GRA.Grande_Ronde.Joseph_Creek.JOC","GRA","Grande_Ronde","Joseph_Creek","JOC","","","","","","",""
"JOSEPC","GRA.Grande_Ronde.Joseph_Creek.JOC.JOSEPC","GRA","Grande_Ronde","Joseph_Creek","JOC","JOSEPC","","","","","",""
"WEN","GRA.Grande_Ronde.Wenaha.WEN","GRA","Grande_Ronde","Wenaha","WEN","","","","","","",""
"WENR","GRA.Grande_Ronde.Wenaha.WEN.WENR","GRA","Grande_Ronde","Wenaha","WEN","WENR","","","","","",""
"WENRNF","GRA.Grande_Ronde.Wenaha.WEN.WENRNF","GRA","Grande_Ronde","Wenaha","WEN","WENRNF","","","","","",""
"WENRSF","GRA.Grande_Ronde.Wenaha.WEN.WENRSF","GRA","Grande_Ronde","Wenaha","WEN","WENRSF","","","","","",""
"LOOKGC","GRA.Grande_Ronde.LookingGlass.LOOKGC","GRA","Grande_Ronde","LookingGlass","LOOKGC","","","","","","",""
"LOOH","GRA.Grande_Ronde.LookingGlass.LOOH","GRA","Grande_Ronde","LookingGlass","LOOH","","","","","","",""
"UGR","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","","","","","","",""
"UGS","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.UGS","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","UGS","","","","","",""
"GRANDW","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.UGS.GRANDW","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","UGS","GRANDW","","","","",""
"CCW","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.CCW","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","CCW","","","","","",""
"CATHEW","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.CCW.CATHEW","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","CCW","CATHEW","","","","",""
"CATCMF","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.CCW.CATCMF","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","CCW","CATCMF","","","","",""
"CATCNF","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.CCW.CATCNF","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","CCW","CATCNF","","","","",""
"CATCSF","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.CCW.CATCSF","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","CCW","CATCSF","","","","",""
"CATHEP","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.CCW.CATHEP","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","CCW","CATHEP","","","","",""
"CCP","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.CCW.CCP","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","CCW","CCP","","","","",""
"LCATHC","GRA.Grande_Ronde.Upper_Grande_Ronde.UGR.CCW.LCATHC","GRA","Grande_Ronde","Upper_Grande_Ronde","UGR","CCW","LCATHC","","","","",""
"WR1","GRA.Grande_Ronde.Wallowa.WR1","GRA","Grande_Ronde","Wallowa","WR1","","","","","","",""
"BCANF","GRA.Grande_Ronde.Wallowa.WR1.BCANF","GRA","Grande_Ronde","Wallowa","WR1","BCANF","","","","","",""
"WR2","GRA.Grande_Ronde.Wallowa.WR1.WR2","GRA","Grande_Ronde","Wallowa","WR1","WR2","","","","","",""
"WALH","GRA.Grande_Ronde.Wallowa.WR1.WR2.WALH","GRA","Grande_Ronde","Wallowa","WR1","WR2","WALH","","","","",""
"LOSTIW","GRA.Grande_Ronde.Wallowa.WR1.WR2.LOSTIW","GRA","Grande_Ronde","Wallowa","WR1","WR2","LOSTIW","","","","",""
"LOSTIR","GRA.Grande_Ronde.Wallowa.WR1.WR2.LOSTIW.LOSTIR","GRA","Grande_Ronde","Wallowa","WR1","WR2","LOSTIW","LOSTIR","","","",""
"MR1","GRA.Grande_Ronde.Wallowa.WR1.MR1","GRA","Grande_Ronde","Wallowa","WR1","MR1","","","","","",""
"MINAMR","GRA.Grande_Ronde.Wallowa.WR1.MR1.MINAMR","GRA","Grande_Ronde","Wallowa","WR1","MR1","MINAMR","","","","",""
"COC","GRA.Imnaha.Cow_Creek.COC","GRA","Imnaha","Cow_Creek","COC","","","","","","",""
"COWCR","GRA.Imnaha.Cow_Creek.COC.COWCR","GRA","Imnaha","Cow_Creek","COC","COWCR","","","","","",""
"IR1","GRA.Imnaha.ImnahaRiver.IR1","GRA","Imnaha","ImnahaRiver","IR1","","","","","","",""
"LITNGC","GRA.Imnaha.ImnahaRiver.IR1.LITNGC","GRA","Imnaha","ImnahaRiver","IR1","LITNGC","","","","","",""
"IR2","GRA.Imnaha.ImnahaRiver.IR1.IR2","GRA","Imnaha","ImnahaRiver","IR1","IR2","","","","","",""
"CMP","GRA.Imnaha.ImnahaRiver.IR1.IR2.CMP","GRA","Imnaha","ImnahaRiver","IR1","IR2","CMP","","","","",""
"CAMP4C","GRA.Imnaha.ImnahaRiver.IR1.IR2.CMP.CAMP4C","GRA","Imnaha","ImnahaRiver","IR1","IR2","CMP","CAMP4C","","","",""
"BSC","GRA.Imnaha.ImnahaRiver.IR1.IR2.BSC","GRA","Imnaha","ImnahaRiver","IR1","IR2","BSC","","","","",""
"BSHEEC","GRA.Imnaha.ImnahaRiver.IR1.IR2.BSC.BSHEEC","GRA","Imnaha","ImnahaRiver","IR1","IR2","BSC","BSHEEC","","","",""
"LICK2C","GRA.Imnaha.ImnahaRiver.IR1.IR2.BSC.LICK2C","GRA","Imnaha","ImnahaRiver","IR1","IR2","BSC","LICK2C","","","",""
"SALTC","GRA.Imnaha.ImnahaRiver.IR1.IR2.BSC.SALTC","GRA","Imnaha","ImnahaRiver","IR1","IR2","BSC","SALTC","","","",""
"LSHEEF","GRA.Imnaha.ImnahaRiver.IR1.IR2.LSHEEF","GRA","Imnaha","ImnahaRiver","IR1","IR2","LSHEEF","","","","",""
"LSHEEC","GRA.Imnaha.ImnahaRiver.IR1.IR2.LSHEEF.LSHEEC","GRA","Imnaha","ImnahaRiver","IR1","IR2","LSHEEF","LSHEEC","","","",""
"MCCULC","GRA.Imnaha.ImnahaRiver.IR1.IR2.LSHEEF.MCCULC","GRA","Imnaha","ImnahaRiver","IR1","IR2","LSHEEF","MCCULC","","","",""
"CANALC","GRA.Imnaha.ImnahaRiver.IR1.IR2.LSHEEF.CANALC","GRA","Imnaha","ImnahaRiver","IR1","IR2","LSHEEF","CANALC","","","",""
"REDMOC","GRA.Imnaha.ImnahaRiver.IR1.IR2.LSHEEF.REDMOC","GRA","Imnaha","ImnahaRiver","IR1","IR2","LSHEEF","REDMOC","","","",""
"HORS3C","GRA.Imnaha.ImnahaRiver.IR1.IR2.HORS3C","GRA","Imnaha","ImnahaRiver","IR1","IR2","HORS3C","","","","",""
"IR3","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","","","","",""
"CZY","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.CZY","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","CZY","","","",""
"CRAZYC","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.CZY.CRAZYC","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","CZY","CRAZYC","","",""
"FREEZC","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.FREEZC","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","FREEZC","","","",""
"MAHOGC","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.MAHOGC","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","MAHOGC","","","",""
"IR4","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.IR4","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","IR4","","","",""
"IML","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.IR4.IML","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","IR4","IML","","",""
"IMNAHW","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.IR4.IML.IMNAHW","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","IR4","IML","IMNAHW","",""
"IR5","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.IR4.IML.IMNAHW.IR5","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","IR4","IML","IMNAHW","IR5",""
"GUMBTC","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.IR4.IML.IMNAHW.IR5.GUMBTC","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","IR4","IML","IMNAHW","IR5","GUMBTC"
"DRY2C","GRA.Imnaha.ImnahaRiver.IR1.IR2.IR3.IR4.IML.IMNAHW.IR5.DRY2C","GRA","Imnaha","ImnahaRiver","IR1","IR2","IR3","IR4","IML","IMNAHW","IR5","DRY2C"
"RAPH","GRA.Salmon.Rapid_River.RAPH","GRA","Salmon","Rapid_River","RAPH","","","","","","",""
"RPDTRP","GRA.Salmon.Rapid_River.RPDTRP","GRA","Salmon","Rapid_River","RPDTRP","","","","","","",""
"RAPIWF","GRA.Salmon.Rapid_River.RAPIWF","GRA","Salmon","Rapid_River","RAPIWF","","","","","","",""
"RPJ","GRA.Salmon.Rapid_River.RPJ","GRA","Salmon","Rapid_River","RPJ","","","","","","",""
"SFG","GRA.Salmon.SF_Salmon.SFG","GRA","Salmon","SF_Salmon","SFG","","","","","","",""
"ELK2C","GRA.Salmon.SF_Salmon.SFG.ELK2C","GRA","Salmon","SF_Salmon","SFG","ELK2C","","","","","",""
"FITSUC","GRA.Salmon.SF_Salmon.SFG.FITSUC","GRA","Salmon","SF_Salmon","SFG","FITSUC","","","","","",""
"LSFTRP","GRA.Salmon.SF_Salmon.SFG.LSFTRP","GRA","Salmon","SF_Salmon","SFG","LSFTRP","","","","","",""
"SAEFSF","GRA.Salmon.SF_Salmon.SFG.SAEFSF","GRA","Salmon","SF_Salmon","SFG","SAEFSF","","","","","",""
"SFSRKT","GRA.Salmon.SF_Salmon.SFG.SFSRKT","GRA","Salmon","SF_Salmon","SFG","SFSRKT","","","","","",""
"ZEN","GRA.Salmon.SF_Salmon.SFG.ZEN","GRA","Salmon","SF_Salmon","SFG","ZEN","","","","","",""
"ALEXC","GRA.Salmon.SF_Salmon.SFG.ZEN.ALEXC","GRA","Salmon","SF_Salmon","SFG","ZEN","ALEXC","","","","",""
"FLATC","GRA.Salmon.SF_Salmon.SFG.ZEN.FLATC","GRA","Salmon","SF_Salmon","SFG","ZEN","FLATC","","","","",""
"GROUSC","GRA.Salmon.SF_Salmon.SFG.ZEN.GROUSC","GRA","Salmon","SF_Salmon","SFG","ZEN","GROUSC","","","","",""
"LAKEC","GRA.Salmon.SF_Salmon.SFG.ZEN.LAKEC","GRA","Salmon","SF_Salmon","SFG","ZEN","LAKEC","","","","",""
"LICKC","GRA.Salmon.SF_Salmon.SFG.ZEN.LICKC","GRA","Salmon","SF_Salmon","SFG","ZEN","LICKC","","","","",""
"PIAHC","GRA.Salmon.SF_Salmon.SFG.ZEN.PIAHC","GRA","Salmon","SF_Salmon","SFG","ZEN","PIAHC","","","","",""
"RUBYC","GRA.Salmon.SF_Salmon.SFG.ZEN.RUBYC","GRA","Salmon","SF_Salmon","SFG","ZEN","RUBYC","","","","",""
"SECTRP","GRA.Salmon.SF_Salmon.SFG.ZEN.SECTRP","GRA","Salmon","SF_Salmon","SFG","ZEN","SECTRP","","","","",""
"SECESR","GRA.Salmon.SF_Salmon.SFG.ZEN.SECESR","GRA","Salmon","SF_Salmon","SFG","ZEN","SECESR","","","","",""
"SUMITC","GRA.Salmon.SF_Salmon.SFG.ZEN.SUMITC","GRA","Salmon","SF_Salmon","SFG","ZEN","SUMITC","","","","",""
"ZENAC","GRA.Salmon.SF_Salmon.SFG.ZEN.ZENAC","GRA","Salmon","SF_Salmon","SFG","ZEN","ZENAC","","","","",""
"ZENAWF","GRA.Salmon.SF_Salmon.SFG.ZEN.ZENAWF","GRA","Salmon","SF_Salmon","SFG","ZEN","ZENAWF","","","","",""
"KRS","GRA.Salmon.SF_Salmon.SFG.KRS","GRA","Salmon","SF_Salmon","SFG","KRS","","","","","",""
"BCKHRC","GRA.Salmon.SF_Salmon.SFG.KRS.BCKHRC","GRA","Salmon","SF_Salmon","SFG","KRS","BCKHRC","","","","",""
"CAMP3C","GRA.Salmon.SF_Salmon.SFG.KRS.CAMP3C","GRA","Salmon","SF_Salmon","SFG","KRS","CAMP3C","","","","",""
"GOATC","GRA.Salmon.SF_Salmon.SFG.KRS.GOATC","GRA","Salmon","SF_Salmon","SFG","KRS","GOATC","","","","",""
"PHOEBC","GRA.Salmon.SF_Salmon.SFG.KRS.PHOEBC","GRA","Salmon","SF_Salmon","SFG","KRS","PHOEBC","","","","",""
"SALRSF","GRA.Salmon.SF_Salmon.SFG.KRS.SALRSF","GRA","Salmon","SF_Salmon","SFG","KRS","SALRSF","","","","",""
"STR","GRA.Salmon.SF_Salmon.SFG.KRS.STR","GRA","Salmon","SF_Salmon","SFG","KRS","STR","","","","",""
"SFSTRP","GRA.Salmon.SF_Salmon.SFG.KRS.STR.SFSTRP","GRA","Salmon","SF_Salmon","SFG","KRS","STR","SFSTRP","","","",""
"KNOXB","GRA.Salmon.SF_Salmon.SFG.KRS.STR.KNOXB","GRA","Salmon","SF_Salmon","SFG","KRS","STR","KNOXB","","","",""
"MCCA","GRA.Salmon.SF_Salmon.SFG.KRS.STR.MCCA","GRA","Salmon","SF_Salmon","SFG","KRS","STR","MCCA","","","",""
"SALSFW","GRA.Salmon.SF_Salmon.SFG.KRS.STR.SALSFW","GRA","Salmon","SF_Salmon","SFG","KRS","STR","SALSFW","","","",""
"BEAR4C","GRA.Salmon.SF_Salmon.SFG.KRS.STR.SALSFW.BEAR4C","GRA","Salmon","SF_Salmon","SFG","KRS","STR","SALSFW","BEAR4C","","",""
"RICEC","GRA.Salmon.SF_Salmon.SFG.KRS.STR.SALSFW.RICEC","GRA","Salmon","SF_Salmon","SFG","KRS","STR","SALSFW","RICEC","","",""
"STOLP","GRA.Salmon.SF_Salmon.SFG.KRS.STR.SALSFW.STOLP","GRA","Salmon","SF_Salmon","SFG","KRS","STR","SALSFW","STOLP","","",""
"ESS","GRA.Salmon.SF_Salmon.SFG.ESS","GRA","Salmon","SF_Salmon","SFG","ESS","","","","","",""
"SUGARC","GRA.Salmon.SF_Salmon.SFG.ESS.SUGARC","GRA","Salmon","SF_Salmon","SFG","ESS","SUGARC","","","","",""
"YPP","GRA.Salmon.SF_Salmon.SFG.ESS.YPP","GRA","Salmon","SF_Salmon","SFG","ESS","YPP","","","","",""
"YPPL","GRA.Salmon.SF_Salmon.SFG.ESS.YPP.YPPL","GRA","Salmon","SF_Salmon","SFG","ESS","YPP","YPPL","","","",""
"JOHTRP","GRA.Salmon.SF_Salmon.SFG.ESS.JOHTRP","GRA","Salmon","SF_Salmon","SFG","ESS","JOHTRP","","","","",""
"JOHNSC","GRA.Salmon.SF_Salmon.SFG.ESS.JOHNSC","GRA","Salmon","SF_Salmon","SFG","ESS","JOHNSC","","","","",""
"BURNLC","GRA.Salmon.SF_Salmon.SFG.ESS.JOHNSC.BURNLC","GRA","Salmon","SF_Salmon","SFG","ESS","JOHNSC","BURNLC","","","",""
"TAY","GRA.Salmon.Big_Creek.TAY","GRA","Salmon","Big_Creek","TAY","","","","","","",""
"BEAV4C","GRA.Salmon.Big_Creek.TAY.BEAV4C","GRA","Salmon","Big_Creek","TAY","BEAV4C","","","","","",""
"BIG2C","GRA.Salmon.Big_Creek.TAY.BIG2C","GRA","Salmon","Big_Creek","TAY","BIG2C","","","","","",""
"BIG2CT","GRA.Salmon.Big_Creek.TAY.BIG2CT","GRA","Salmon","Big_Creek","TAY","BIG2CT","","","","","",""
"BRAMYC","GRA.Salmon.Big_Creek.TAY.BRAMYC","GRA","Salmon","Big_Creek","TAY","BRAMYC","","","","","",""
"BUCK2C","GRA.Salmon.Big_Creek.TAY.BUCK2C","GRA","Salmon","Big_Creek","TAY","BUCK2C","","","","","",""
"CABINC","GRA.Salmon.Big_Creek.TAY.CABINC","GRA","Salmon","Big_Creek","TAY","CABINC","","","","","",""
"CAVEC","GRA.Salmon.Big_Creek.TAY.CAVEC","GRA","Salmon","Big_Creek","TAY","CAVEC","","","","","",""
"CROO2C","GRA.Salmon.Big_Creek.TAY.CROO2C","GRA","Salmon","Big_Creek","TAY","CROO2C","","","","","",""
"LOGANC","GRA.Salmon.Big_Creek.TAY.LOGANC","GRA","Salmon","Big_Creek","TAY","LOGANC","","","","","",""
"MONCWF","GRA.Salmon.Big_Creek.TAY.MONCWF","GRA","Salmon","Big_Creek","TAY","MONCWF","","","","","",""
"MONUMC","GRA.Salmon.Big_Creek.TAY.MONUMC","GRA","Salmon","Big_Creek","TAY","MONUMC","","","","","",""
"RUSHC","GRA.Salmon.Big_Creek.TAY.RUSHC","GRA","Salmon","Big_Creek","TAY","RUSHC","","","","","",""
"RUSHWF","GRA.Salmon.Big_Creek.TAY.RUSHWF","GRA","Salmon","Big_Creek","TAY","RUSHWF","","","","","",""
"SMITHC","GRA.Salmon.Big_Creek.TAY.SMITHC","GRA","Salmon","Big_Creek","TAY","SMITHC","","","","","",""
"SNOSLC","GRA.Salmon.Big_Creek.TAY.SNOSLC","GRA","Salmon","Big_Creek","TAY","SNOSLC","","","","","",""
"BEAVC","GRA.Salmon.MFSR_Other.BEAVC","GRA","Salmon","MFSR_Other","BEAVC","","","","","","",""
"BOUNDC","GRA.Salmon.MFSR_Other.BOUNDC","GRA","Salmon","MFSR_Other","BOUNDC","","","","","","",""
"CAMASC","GRA.Salmon.MFSR_Other.CAMASC","GRA","Salmon","MFSR_Other","CAMASC","","","","","","",""
"CAPEHC","GRA.Salmon.MFSR_Other.CAPEHC","GRA","Salmon","MFSR_Other","CAPEHC","","","","","","",""
"DAGGEC","GRA.Salmon.MFSR_Other.DAGGEC","GRA","Salmon","MFSR_Other","DAGGEC","","","","","","",""
"ELKC","GRA.Salmon.MFSR_Other.ELKC","GRA","Salmon","MFSR_Other","ELKC","","","","","","",""
"FALLC","GRA.Salmon.MFSR_Other.FALLC","GRA","Salmon","MFSR_Other","FALLC","","","","","","",""
"INDIAC","GRA.Salmon.MFSR_Other.INDIAC","GRA","Salmon","MFSR_Other","INDIAC","","","","","","",""
"KNAPPC","GRA.Salmon.MFSR_Other.KNAPPC","GRA","Salmon","MFSR_Other","KNAPPC","","","","","","",""
"LOONC","GRA.Salmon.MFSR_Other.LOONC","GRA","Salmon","MFSR_Other","LOONC","","","","","","",""
"MARSHC","GRA.Salmon.MFSR_Other.MARSHC","GRA","Salmon","MFSR_Other","MARSHC","","","","","","",""
"MARTRP","GRA.Salmon.MFSR_Other.MARTRP","GRA","Salmon","MFSR_Other","MARTRP","","","","","","",""
"MARTR2","GRA.Salmon.MFSR_Other.MARTR2","GRA","Salmon","MFSR_Other","MARTR2","","","","","","",""
"PISTOC","GRA.Salmon.MFSR_Other.PISTOC","GRA","Salmon","MFSR_Other","PISTOC","","","","","","",""
"RAPR","GRA.Salmon.MFSR_Other.RAPR","GRA","Salmon","MFSR_Other","RAPR","","","","","","",""
"SALMF1","GRA.Salmon.MFSR_Other.SALMF1","GRA","Salmon","MFSR_Other","SALMF1","","","","","","",""
"SALMF2","GRA.Salmon.MFSR_Other.SALMF2","GRA","Salmon","MFSR_Other","SALMF2","","","","","","",""
"SALRMF","GRA.Salmon.MFSR_Other.SALRMF","GRA","Salmon","MFSR_Other","SALRMF","","","","","","",""
"SHEPC","GRA.Salmon.MFSR_Other.SHEPC","GRA","Salmon","MFSR_Other","SHEPC","","","","","","",""
"SULFUC","GRA.Salmon.MFSR_Other.SULFUC","GRA","Salmon","MFSR_Other","SULFUC","","","","","","",""
"WILSOC","GRA.Salmon.MFSR_Other.WILSOC","GRA","Salmon","MFSR_Other","WILSOC","","","","","","",""
"YELLJC","GRA.Salmon.MFSR_Other.YELLJC","GRA","Salmon","MFSR_Other","YELLJC","","","","","","",""
"BRC","GRA.Salmon.Bear_Valley.BRC","GRA","Salmon","Bear_Valley","BRC","","","","","","",""
"BEARVC","GRA.Salmon.Bear_Valley.BRC.BEARVC","GRA","Salmon","Bear_Valley","BRC","BEARVC","","","","","",""
"CRC","GRA.Salmon.Carmen_Creek.CRC","GRA","Salmon","Carmen_Creek","CRC","","","","","","",""
"CARMEC","GRA.Salmon.Carmen_Creek.CRC.CARMEC","GRA","Salmon","Carmen_Creek","CRC","CARMEC","","","","","",""
"PCA","GRA.Salmon.Panther_Creek.PCA","GRA","Salmon","Panther_Creek","PCA","","","","","","",""
"MOYERC","GRA.Salmon.Panther_Creek.PCA.MOYERC","GRA","Salmon","Panther_Creek","PCA","MOYERC","","","","","",""
"MUSCRC","GRA.Salmon.Panther_Creek.PCA.MUSCRC","GRA","Salmon","Panther_Creek","PCA","MUSCRC","","","","","",""
"PANTHC","GRA.Salmon.Panther_Creek.PCA.PANTHC","GRA","Salmon","Panther_Creek","PCA","PANTHC","","","","","",""
"NFS","GRA.Salmon.NFSalmon.NFS","GRA","Salmon","NFSalmon","NFS","","","","","","",""
"SALRNF","GRA.Salmon.NFSalmon.NFS.SALRNF","GRA","Salmon","NFSalmon","NFS","SALRNF","","","","","",""
"LLR","GRA.Salmon.Lemhi.LLR","GRA","Salmon","Lemhi","LLR","","","","","","",""
"HAYNSC","GRA.Salmon.Lemhi.LLR.HAYNSC","GRA","Salmon","Lemhi","LLR","HAYNSC","","","","","",""
"LEMHIR","GRA.Salmon.Lemhi.LLR.LEMHIR","GRA","Salmon","Lemhi","LLR","LEMHIR","","","","","",""
"LLRTP","GRA.Salmon.Lemhi.LLR.LLRTP","GRA","Salmon","Lemhi","LLR","LLRTP","","","","","",""
"MCDEVC","GRA.Salmon.Lemhi.LLR.MCDEVC","GRA","Salmon","Lemhi","LLR","MCDEVC","","","","","",""
"PATTEC","GRA.Salmon.Lemhi.LLR.PATTEC","GRA","Salmon","Lemhi","LLR","PATTEC","","","","","",""
"PRATTC","GRA.Salmon.Lemhi.LLR.PRATTC","GRA","Salmon","Lemhi","LLR","PRATTC","","","","","",""
"S2I","GRA.Salmon.Lemhi.LLR.S2I","GRA","Salmon","Lemhi","LLR","S2I","","","","","",""
